signature,category,variant,language,tone,text
RAHU_CHALLENGING,GENERAL,2,HINGLISH,CAUTIONARY,"Beta, aaj kuch chhoti badhaayein aa sakti hain. Rahu ki urja se aap kisi ke liye galat bhawna rakh sakte hain isliye har baat soch samajh kar kahein. Kisi se vaada karne se pehle soch lein aur ghar me shaanti banaaye rakhein. Office me kisi colleague se matbhed ho sakta hai isliye chup rehna hi behtar hai. Kharchon me santulan rakhein aur kisi anjaan par bharosa na karein. Aaj koi badi kharidari na karein. Raat ko halka bhojan karein aur samay par sone ki koshish karein."
RAHU_CHALLENGING,GENERAL,3,HINGLISH,CAUTIONARY,"Beta, aaj Rahu ki urja aapko thoda ashant kar sakti hai. Isliye kisi bhi bade nirnay ko kal par taal dein. Ghar me pariwar ke sadasya ki baat dhyaan se sunein aur kisi purane vivaad ko na chhedain. Office me apne documents ready rakhein kyunki boss kisi purane kaam par sawaal utha sakte hain. Kharchon par niyantran rakhein aur udhaar dene se bachein. Aaj ka tip: 10 minute shant baith kar saans par dhyaan dein aur bhagwan ka naam japein. Kal se din accha rahega."
RAHU_CHALLENGING,LOVE,1,HINGLISH,CAUTIONARY,"Beta, aaj partner ke saath thoda rukein aur soch samajh kar baat karein. Purane jhagde ko aaj na uthayein."
RAHU_CHALLENGING,LOVE,2,HINGLISH,CAUTIONARY,"Beta, aaj prem me santulan rakhein. Kisi teesre vyakti ki baat se galatfehmi ho sakti hai. Partner se shaant tone me baat karein."
RAHU_CHALLENGING,CAREER,1,HINGLISH,CAUTIONARY,"Beta, office me kisi colleague se matbhed ho sakta hai. Har baat soch samajh kar kahein aur documents ready rakhein."
RAHU_CHALLENGING,CAREER,2,HINGLISH,CAUTIONARY,"Beta, aaj office me thoda dhyan rakhein. Koi kaam galat ho sakta hai isliye do baar check karein. Naye kaam ke liye aaj haan na kahein."
RAHU_CHALLENGING,WELLNESS,1,HINGLISH,CAUTIONARY,"Beta, aaj mann thoda ashant rah sakta hai. Dhyaan aur pranayam se mann shant karein. Raat ko jaldi sone ki koshish karein."
RAHU_CHALLENGING,WELLNESS,2,HINGLISH,CAUTIONARY,"Beta, aaj mann me bechaini ho sakti hai. Kisi mitra se baat karke mann halka karein. Aaj koi bada nirnay na lein."
RAHU_CHALLENGING,HEALTH,1,HINGLISH,CAUTIONARY,"Beta, aaj sehat me thoda dhyan dein. Pet ki gadbad ho sakti hai. Vyayam me jaldbazi na karein aur pani adhik piyein."
RAHU_CHALLENGING,HEALTH,2,HINGLISH,CAUTIONARY,"Beta, aaj body me thakan aur dard ho sakta hai. Halka bhojan karein aur pani ka matra poora karein. Aaram ko mahatva dein."
RAHU_CHALLENGING,FINANCE,1,HINGLISH,CAUTIONARY,"Beta, aaj paise ke mamle me satark rahein. Kisi bhi deal par turant haan na kahein aur udhaar dene se bachein."
RAHU_CHALLENGING,FINANCE,2,HINGLISH,CAUTIONARY,"Beta, aaj aarthik mamle me thoda rukein. Jaldbazi me paisa kharch ho sakta hai. Apne kharchon ka hisaab likh kar rakhein."
KETU_CHALLENGING,GENERAL,1,HINGLISH,CAUTIONARY,"Beta, aaj thoda satark rahein kyunki Ketu ki urja bhram paida kar sakti hai. Kisi bhi baat par turant vishwas na karein aur ghar me kisi se matbhed ho sakta hai isliye shaant rahein. Vyapar me naye kaam ko thoda rukein aur kharchon par niyantran rakhein. Aaj koi bada nirnay na lein. Din ki shuruaat dhyaan se karein aur safar me dhyan rakhein. Shaam ko halki walk karein aur raat ko jaldi sone ki koshish karein. Dhyaan rakhein, sab theek ho jayega."
KETU_CHALLENGING,GENERAL,2,HINGLISH,CAUTIONARY,"Beta, aaj kuch chhoti badhaayein aa sakti hain. Ketu ki urja se aap kisi ke liye galat bhawna rakh sakte hain isliye har baat soch samajh kar kahein. Kisi se vaada karne se pehle soch lein aur ghar me shaanti banaaye rakhein. Office me kisi colleague se matbhed ho sakta hai isliye chup rehna hi behtar hai. Kharchon me santulan rakhein aur kisi anjaan par bharosa na karein. Aaj koi badi kharidari na karein. Raat ko halka bhojan karein aur samay par sone ki koshish karein."
KETU_CHALLENGING,GENERAL,3,HINGLISH,CAUTIONARY,"Beta, aaj Ketu ki urja aapko thoda ashant kar sakti hai. Isliye kisi bhi bade nirnay ko kal par taal dein. Ghar me pariwar ke sadasya ki baat dhyaan se sunein aur kisi purane vivaad ko na chhedain. Office me apne documents ready rakhein kyunki boss kisi purane kaam par sawaal utha sakte hain. Kharchon par niyantran rakhein aur udhaar dene se bachein. Aaj ka tip: 10 minute shant baith kar saans par dhyaan dein aur bhagwan ka naam japein. Kal se din accha rahega."
KETU_CHALLENGING,LOVE,1,HINGLISH,CAUTIONARY,"Beta, aaj partner ke saath thoda rukein aur soch samajh kar baat karein. Purane jhagde ko aaj na uthayein."
KETU_CHALLENGING,LOVE,2,HINGLISH,CAUTIONARY,"Beta, aaj prem me santulan rakhein. Kisi teesre vyakti ki baat se galatfehmi ho sakti hai. Partner se shaant tone me baat karein."
KETU_CHALLENGING,CAREER,1,HINGLISH,CAUTIONARY,"Beta, office me kisi colleague se matbhed ho sakta hai. Har baat soch samajh kar kahein aur documents ready rakhein."
KETU_CHALLENGING,CAREER,2,HINGLISH,CAUTIONARY,"Beta, aaj office me thoda dhyan rakhein. Koi kaam galat ho sakta hai isliye do baar check karein. Naye kaam ke liye aaj haan na kahein."
KETU_CHALLENGING,WELLNESS,1,HINGLISH,CAUTIONARY,"Beta, aaj mann thoda ashant rah sakta hai. Dhyaan aur pranayam se mann shant karein. Raat ko jaldi sone ki koshish karein."
KETU_CHALLENGING,WELLNESS,2,HINGLISH,CAUTIONARY,"Beta, aaj mann me bechaini ho sakti hai. Kisi mitra se baat karke mann halka karein. Aaj koi bada nirnay na lein."
KETU_CHALLENGING,HEALTH,1,HINGLISH,CAUTIONARY,"Beta, aaj sehat me thoda dhyan dein. Pet ki gadbad ho sakti hai. Vyayam me jaldbazi na karein aur pani adhik piyein."
KETU_CHALLENGING,HEALTH,2,HINGLISH,CAUTIONARY,"Beta, aaj body me thakan aur dard ho sakta hai. Halka bhojan karein aur pani ka matra poora karein. Aaram ko mahatva dein."
KETU_CHALLENGING,FINANCE,1,HINGLISH,CAUTIONARY,"Beta, aaj paise ke mamle me satark rahein. Kisi bhi deal par turant haan na kahein aur udhaar dene se bachein."
KETU_CHALLENGING,FINANCE,2,HINGLISH,CAUTIONARY,"Beta, aaj aarthik mamle me thoda rukein. Jaldbazi me paisa kharch ho sakta hai. Apne kharchon ka hisaab likh kar rakhein."
