zodiac,period,variant,text
Aquarius,TODAY,1,"Aaj Aquarius ke liye naye vichar aur samaj ka din hai. Shani ki kripa se aapka aatmvishwas badhega aur log aapki taraf dekhenge. Career me koi naya mauka milega, khas taur par technology ya samajik kaam se juda. Paisa aayega par kharcha bhi badhega, isliye budget banana samajhdari hogi. Rishton me chhoti baat ko bada na banayein. Sehat ke liye subah ka thoda vyayam aur paani adhik peena faydemand rahega. Shaam ko kisi khaas insaan se mulaqat hogi jo aapka din bana degi."
Aquarius,TODAY,2,"Aaj aapka din utsah aur urja se bhara rahega. Shani aapko nayi himmat denge jisse aap har mushkil ka samna kar sakenge. Office me aapki mehnat ki tareef hogi, par doosron ki salah ko nazarandaz na karein. Parivar me kisi bade sadasya ka aashirwad milega jo mansik shanti dega. Achanak koi purana mitra mil sakta hai. Khane-peene me santulan rakhein. Raat ko jaldi sona aapke liye best rahega."
Aquarius,YESTERDAY,1,"Beeta hua kal aapke liye thoda utar-chadhav wala raha. Subah ke waqt thodi jhunjhahat mehsoos hui, lekin dopahar tak sthiti sudhar gayi. Kisi kaam me deri hui jisse mann ashant raha. Ghar me kisi chhoti baat par bahas ho sakti thi. Paisa related koi purana mamla sar pe aaya. Lekin shaam ko kisi apne se baat karke mann halka hua. Sehat me thakan zyada thi, isliye aaram karna zaroori tha."
Aquarius,YESTERDAY,2,"Kal aapka din madhyaam raha. Kuch kaam samay par poore nahi ho paye jisse thodi nirasha hui. Career me kisi colleague se matbhed ki sthiti bani, lekin baat samajhne ke baad sab theek ho gaya. Parivar ka sahyog mila aur maa ke haath ka khana khane ka mauka mila. Kharcha thoda zyada ho gaya tha. Sehat ki drishti se halki thakan aur neend ki kami rahi. Din ke ant me kisi shubh samachar ne mann ko prasann kar diya."
Aquarius,TOMORROW,1,"Aane wala kal aapke liye shubh sanket lekar aa raha hai. Shani ki kripa se aatmvishwas badhega aur koi naya kaam shuru karne ka mauka milega. Career me senior ka sahyog milega, isliye jaldbazi na karein. Vyapar me naya grahak judega jisse aamdani badhegi. Ghar me kisi mangal kaam ki taiyari ho sakti hai. Rishton me madhurta banegi. Sehat achhi rahegi, bas subah ka nashta skip na karein."
Aquarius,TOMORROW,2,"Kal ka din aapke liye bahut hi faldayak rahega. Kisi purane vivaad ka ant hoga aur mann ko shanti milegi. Office me aapki ek nayi yojana ko sarahna milegi. Paisa aane ke yog hain, khas taur par kisi purane lend se. Doston ke saath samay bitane ka mauka milega. Parivar me kisi shubh avsar ki charcha hogi. Sehat ke liye subah walk aur pranayam karein. Raat ko halka khana khayein. Kismat aapka saath degi."
Aquarius,WEEKLY,1,"Is hafte Aquarius ke liye naye vichar, samaj aur safalta ka sangam rahega. Shuruaat me thodi bhaag-daud rahegi, lekin mid-week tak sab kuch control me aa jayega. Career me naye project ki zimmedari milegi jo aapki kshamta ko ujagar karegi. Paisa aayega par kharch bhi badhega, isliye faltu shopping se bachein. Rishton me vishwas badhega aur kisi purane mitra se mulakat hogi. Sehat me halki sardi ya khansi ho sakti hai. Weekend par parivar ke saath samay bitana shubh rahega."
Aquarius,WEEKLY,2,"Is saptah aapko apne lakshya par dhyan dena hoga. Sitaron ki chaal keh rahi hai ki jaldbazi nuksan degi. Career me kisi colleague ki salah se bada fayda hoga. Paison ke mamle me savdhani rakhein, kisi anjaan par bharosa na karein. Ghar me maa ya patni ki sehat par dhyan dein. Rishton me samay ke saath sudhar hoga. Kisi shubh karyakram me shirkat karne ka mauka milega. Hafte ke ant me koi achhi khabar sunne ko milegi jo aapka utsah badha degi."
Aquarius,MONTHLY,1,"Is mahine Aquarius ke liye naye vichar, samaj aur naye avsar ke dwar khulenge. Shani ki sthiti aapko aage badhne ki himmat degi. Career me promotion ya salary badhne ke yog hain, lekin kisi se jalne ki bajay apni mehnat par bharosa karein. Paison ki sthiti sudhregi, purana karz chukane ka mauka milega. Prem jeevan me nayi urja aayegi aur kisi khaas insaan se rishta gahra ho sakta hai. Sehat ke liye niyamit dincharya apnayein. Mahine ke ant me koi mangal karya sambhav hai."
Aquarius,MONTHLY,2,"Yeh mahina aapke liye aatmvikas ka samay hai. Shuruaat ke kuch din thodi uljhan me guzrenge, lekin 10 tareekh ke baad grah sthiti sudhregi. Karya kshetra me aapki raay ko mahatva milega. Vyapar karne walon ko naya sauda mil sakta hai. Paisa aa raha hai par kharcha bhi hai, isliye bachat par dhyan dein. Parivar me kisi shubh samachar ki pratiksha hai. Sehat me pet aur neend se jude mudde ho sakte hain. Kisi teerth sthan ki yatra ka yog bhi ban sakta hai."
Aquarius,YEARLY,1,"Is varsh Aquarius ke liye naye vichar, samaj aur unnati ka rahega. Shuru ke chhah mahine me Guru aur Shani ka prabhav aapko mehnat karne ki prerana dega. Career me bada badlav sambhav hai—naukri badal sakti hai ya naya vyapar shuru ho sakta hai. Paison ki sthiti majboot hogi, khas taur par madhya varsh me. Vivah yog bhi ban sakta hai. Sehat ke liye sharirik vyayam aur santulit ahar zaroori hai. Varsh ke ant me koi samman ya puraskar milne ke yog hain."
Aquarius,YEARLY,2,"Yeh saal aapke liye shubh aur safalta se bhara rahega. Rahu-Ketu ki sthiti aapko naye sthan aur logon se milayegi. Karya me videsh ya doosre sheher se judne ka mauka milega. Paisa aayega par kisi bade nivesh se pehle soch-vichar karein. Parivar me kisi mangal karya ki taiyari ho sakti hai. Prem sambandh me vishwas aur bhi gahra hoga. Sehat me thodi sustee aa sakti hai, isliye subah jaldi uthne ki aadat banayein. Varsh ke ant me koi purana sapna poora hoga."
Pisces,TODAY,1,"Aaj Pisces ke liye kalpana aur bhaavna ka din hai. Guru ki kripa se mann prasann rahega aur log aapki taraf khinche aayenge. Career me koi purana kaam pura hoga jisse izzat badhegi. Paisa aayega, khas taur par kisi mahila sadasya se sahyog milega. Rishton me madhurta rahegi, lekin kisi ki baat dil par na lein. Sehat achhi rahegi, bas zyada thanda ya meetha na khayein. Shaam ko kisi priya jan se baat karke mann khush hoga."
Pisces,TODAY,2,"Aaj aapka din santulan ka rahega. Subah thodi aalas ke karan kaam me deri ho sakti hai, lekin dopahar tak gati tez hogi. Office me aapki raay ko mahatva milega. Paison ka len-den thik rahega, par udhaar dene se bachein. Parivar me maa ke swasthya par dhyan dein. Kisi purane mitra ka phone aayega jo purani yaadein taaza karega. Sehat ke liye halka vyayam aur paani adhik peeyein. Raat ko acchi neend aayegi."
Pisces,YESTERDAY,1,"Kal aapka din thoda bhaari raha. Shuruaat me kisi kaam me rukavat aayi jisse mann udaas hua. Career me senior ki daant sunni padi ya koi galti pakdi gayi. Paisa kharch hua jo anavashyak tha. Ghar me kisi chhoti baat par narazgi ho sakti thi. Lekin shaam ko kisi apne ke saath baithkar mann halka hua. Sehat me thakan aur jodon me halka dard mehsoos hua. Aaj se sabak lein aur savdhani rakhein."
Pisces,YESTERDAY,2,"Beeta kal madhyaam raha. Kuch kaam samay par poore nahi ho paye. Vyapar me thoda nuksan ya grahak ki shikayat ka samna karna pada. Parivar me kisi sadasya se matbhed hua, lekin raat tak sulah ho gayi. Kharcha zyada hua, khas taur par khaane-peene par. Sehat ki drishti se pet me halki gadbad aur sustee rahi. Lekin kisi purane dost ka sandesh mila jisse mann ko thodi rahat mili. Din ke ant me aatm-chintan ka samay mila."
Pisces,TOMORROW,1,"Kal Pisces ke liye sukh aur samriddhi ka din rahega. Guru ki sthiti aapko aakarshak banayegi aur log aapki taraf khinche aayenge. Career me koi naya offer ya mauka mil sakta hai. Paisa aayega aur koi purana lend wapas milega. Ghar me koi shubh samachar sunne ko milega. Rishton me nayi mithaas aayegi aur kisi khaas insaan se mulaqat hogi. Sehat achhi rahegi, bas thanda na khayein. Kisi sundar vastu ki kharidari ho sakti hai."
Pisces,TOMORROW,2,"Aane wala kal aapke liye bahut shubh hai. Kisi purane vivaad ka ant hoga aur mann ko shanti milegi. Office me aapki mehnat ki sarahna hogi. Paison ki sthiti majboot rahegi, koi purana karz chukane ka mauka milega. Parivar me kisi mangal kaam ki charcha hogi. Doston ke saath samay bitane ka mauka milega. Sehat ke liye subah walk zaroor karein. Raat ko halka khana khayein. Kismat aapka saath degi aur mann prasann rahega."
Pisces,WEEKLY,1,"Is hafte Pisces ke liye kalpana, bhaavna aur sukh ka yog hai. Shuruaat me thodi sustee rahegi, lekin mid-week tak aap poori tarah active ho jayenge. Career me koi purana project pura hoga jisse izzat badhegi. Paisa aayega, par ghar ke kharchon par dhyan dena hoga. Rishton me vishwas badhega aur kisi purane mitra se mulakat hogi. Sehat me halki sardi ya gale ki takleef ho sakti hai. Weekend par parivar ke saath samay bitana shubh rahega. Kisi shubh karya ki taiyari ho sakti hai."
Pisces,WEEKLY,2,"Is saptah aapko apne swasthya par vishesh dhyan dena hoga. Sitaron ki chaal keh rahi hai ki aalas nuksan degi. Career me kisi colleague ki salah se bada fayda hoga. Paison ke mamle me savdhani rakhein, kisi anjaan par bharosa na karein. Ghar me maa ya patni ki sehat par dhyan dein. Rishton me samay ke saath sudhar hoga. Kisi shubh karyakram me shirkat karne ka mauka milega. Hafte ke ant me koi achhi khabar sunne ko milegi jo aapka utsah badha degi."
Pisces,MONTHLY,1,"Is mahine Pisces ke liye kalpana, bhaavna aur samriddhi ka yog hai. Guru ki kripa se mann prasann rahega aur ghar ka mahaul shant rahega. Career me koi purana kaam pura hoga jisse izzat badhegi. Paison ki sthiti sudhregi, purana karz chukane ka mauka milega. Prem jeevan me nayi urja aayegi aur kisi khaas insaan se rishta gahra ho sakta hai. Sehat ke liye niyamit dincharya apnayein. Mahine ke ant me koi mangal karya sambhav hai."
Pisces,MONTHLY,2,"Yeh mahina aapke liye aatmvikas ka samay hai. Shuruaat ke kuch din thodi uljhan me guzrenge, lekin 10 tareekh ke baad grah sthiti sudhregi. Karya kshetra me aapki raay ko mahatva milega. Vyapar karne walon ko naya sauda mil sakta hai. Paisa aa raha hai par kharcha bhi hai, isliye bachat par dhyan dein. Parivar me kisi shubh samachar ki pratiksha hai. Sehat me pet aur neend se jude mudde ho sakte hain. Kisi teerth sthan ki yatra ka yog bhi ban sakta hai."
Pisces,YEARLY,1,"Is varsh Pisces ke liye kalpana, bhaavna aur unnati ka rahega. Shuru ke chhah mahine me Guru aur Chandrama ka prabhav aapko aage badhne ki prerana dega. Career me bada badlav sambhav hai—naukri badal sakti hai ya naya vyapar shuru ho sakta hai. Paison ki sthiti majboot hogi, khas taur par madhya varsh me. Vivah yog bhi ban sakta hai. Sehat ke liye sharirik vyayam aur santulit ahar zaroori hai. Varsh ke ant me koi samman ya puraskar milne ke yog hain."
Pisces,YEARLY,2,"Yeh saal aapke liye shubh aur safalta se bhara rahega. Rahu-Ketu ki sthiti aapko naye sthan aur logon se milayegi. Karya me videsh ya doosre sheher se judne ka mauka milega. Paisa aayega par kisi bade nivesh se pehle soch-vichar karein. Parivar me kisi mangal karya ki taiyari ho sakti hai. Prem sambandh me vishwas aur bhi gahra hoga. Sehat me thodi sustee aa sakti hai, isliye subah jaldi uthne ki aadat banayein. Varsh ke ant me koi purana sapna poora hoga."
